,text,detection,location
2349,The invisible cows were herd but not seen .,0,-1
2350,Wheaties near the body suggested that police look for a cereal killer .,0,-1
2351,Everybody was in shock when the hair stylist dyed .,0,-1
2352,If you work in a bakery you may have to take on many rolls .,0,-1
2353,"My wife uses a kitchen implement to shred garlic and parmesan cheese , which I hate . It really is the grater of two evils .",0,-1
2354,"OLD SAILORS never get down , they just lose their porpoise .",0,-1
2355,If you ride a bus you have to pay your fare share .,0,-1
2356,"OLD ANTENNA ENGINEERS never retire , they just phase away .",0,-1
2357,A politician who had been an astronomer was always saying ' no comet ' .,0,-1
2358,Come in and get a peace of the rock .,0,-1
2359,Those who have icicles keep a stiff upper drip .,0,-1
2360,I learned that the antelopes were coming when I heard the gnus .,0,-1
2361,Two cheerleaders got married after they met by chants .,0,-1
2362,Chinese cooks like to wok away from trouble .,0,-1
2363,Truckers like houses with long haulways .,0,-1
2364,A farmer wanting to kill a chicken for dinner has to move faster than a speeding pullet .,0,-1
2365,There is nothing worse for a performer than an audience of drunks and their boos .,0,-1
2366,"They say curiosity killed the cat , and they weren ' t kitten .",0,-1
2367,"Before the golfer finished drinking the iced , brewed beverage he dropped his tee on the cart path .",0,-1
2368,7 days without prayer makes 1 weak,0,-1
2369,She became an art dealer because she wanted more Monet .,0,-1
2370,"OLD CHEMISTS are terrible at sports , because they just lose their refluxes .",0,-1
2371,"When the proposal was made to locate the governor ' s mansion in Albany , New Yorkers said , ' ' That ' s a capitol idea . ' '",0,-1
2372,The corner of Ninth and Broad attracts a lot of the homeless because of its reputation for having a grate area for sleeping,0,-1
2373,The pistol of a flower is its only protections against insects .,0,-1
2374,"There ' s nothing to stop me putting things in tins , said Logan cannily .",0,-1
2375,Legends tell us that a weakness of the carnivorous vampire is a steak .,0,-1
2376,What keeps a dock floating above water ? Pier pressure .,0,-1
2377,A drummer can cymbalize the enthusiasm of a band .,0,-1
2378,"When I phoned my friend yesterday we mainly talked about the weather and our upcomimg exams , and we both agreed that the poring was sickening .",0,-1
2379,"Someone once accused me of stealing an old , rare , valuable stamp , and I philately denied it .",0,-1
2380,"When gossip finally led to the landlady ' s arrest for murdering her tenants and scattering parts of their bodies around town , her only comment was , ' ' Well , that ' s what comes of spreading roomers . ' '",0,-1
2381,A parade of horses went down mane street .,0,-1
2382,Some childen are often on their pest behavior .,0,-1
2383,An optometrist told his patient : ' It appears your vision is improving ! ' ' Really ? ' replied the patient . ' Must be the luck of the iris . ',0,-1
2384,The obese editor started a weight redaction program .,0,-1
2385,The self - conscious shipbuilder tried to recruit extremely sycophantic sailors to compliment her newly designed destroyer .,0,-1
2386,People who like gold paint have a glitter complex .,0,-1
2387,The postmen get together for mail bonding .,0,-1
2388,I phoned the zoo but the lion was busy .,0,-1
2389,A cross between a puppy and a bunny is a rabid dog .,0,-1
2390,The Net - surfing bandits always ended an operation by clearing out the cash .,0,-1
2391,"If gophers become extinct , the hole ecosystem will die .",0,-1
2392,Cows make noise only when they ' re in the mood .,0,-1
2393,Fashion is something that goes in one era and out the other .,0,-1
2394, ' Why is this telephone flex always tangled ? ' ' asked James coyly .,0,-1
2395,His wife left him saying she was going home to mutter .,0,-1
2396,"' ' Be still my hart ' ' she murmured , thinking how magnificent and stag - like he was .",0,-1
2397,"The doctors had to remove a bone from my arm , said Natalie humorlessly .",0,-1
2398,That gas pump must be sick . It doesn ' t fill well .,0,-1
2399,People who hate the marines are rotten to the corps .,0,-1
2400,A cardboard belt would be a waist of paper .,0,-1
2401,A fight over love and money would be duel purpose .,0,-1
2402,"I always had wanted to know how ships really worked , and now I finally was going to sea .",0,-1
2403,When some people open their mouth they put their feat in .,0,-1
2404,He who makes false teeth is an indentured labourer .,0,-1
2405," ' This salad dressing has too much vinegar , ' ' said Bob acidly .",0,-1
2406,The soap - eating cult was swallowing lyes in search of the truth .,0,-1
2407,Pray up in advance .,0,-1
2408,Getting your driver ' s license is a right of passage .,0,-1
2409,The electricity was off and they couldn ' t found out watt was the problem .,0,-1
2410,Make like mustard and catch up !,0,-1
2411,Running around your yard for thousands of miles would be quite a feet .,0,-1
2412,Money doesn ' t grow on sprees .,0,-1
2413,Some cooks have a shellfish attitude .,0,-1
2414,My friend gave me a book about puns for my birthday and I loved it . It was two meaningful .,0,-1
2415,Most hunters are nice because they ' re such deer people .,0,-1
2416,The butcher is rich but he isn ' t willing to loin .,0,-1
2417,The tailor loves telling ironic jokes .,0,-1
2418,"I thought that the penny I was looking for would have belonged to a man , but I detected the cent of a woman .",0,-1
2419,Do hotel managers get board with their jobs ?,0,-1
2420,Nature reserves are an eagle opportunity employer .,0,-1
2421,A lot of big delivery companies are always trying to courier favour .,0,-1
2422,What did the grape say when it got stepped on ? Nothing - but it let out a little whine .,0,-1
2423,My friend is very paranoid . He says people are either foe him or against him .,0,-1
2424,Two lovers who had been apart for some time were reunited on a foggy day . One whispered to the other ' I mist you ' .,0,-1
2425,"If you say you have bad skin , I ' d say that was a pore excuse .",0,-1
2426,The vegetable never taken aboard ship is a leek .,0,-1
2427,The woman who rode her broom to a croquet game was a wicket witch .,0,-1
2428,His affection for her was more than a passion interest .,0,-1
2429,Sometimes a pregnancy is so long it seems like a maternity .,0,-1
2430,Fishers often wet their appetite .,0,-1
2431,Water leaking through wallboard is usually a ceiling problem .,0,-1
2432,"After the lawyer flushed the toilet , it went to the suer .",0,-1
2433,I trained my dog to hunt for underground mushrooms but now he ' s more truffle than he ' s worth .,0,-1
2434,"He bought the drum for a great price , it was a steel .",0,-1
2435,Lamb stew is much ado about mutton,0,-1
2436,The big new clock at city hall was the tock of the town .,0,-1
2437,"A pie went for an audition for a part in a play . The casting agent told him he performed well , but it was more of a sausage roll .",0,-1
2438,Failure is the path of least persistence .,0,-1
2439,Patience is a virtue heavy in wait .,0,-1
2440,A veterinarian knows how to make a dog heal .,0,-1
2441,"He crashed through several windows , but felt no pane .",0,-1
2442,The sheep robber was caught on the lamb .,0,-1
2443,A man ' s home is his castle in a manor of speaking .,0,-1
2444,"When the waiter told me they were out of corn I said , ' That really shucks . '",0,-1
2445,Making your own hard liquor is a whiskey business .,0,-1
2446,"I ' m simply not a nice girl , ' ' she whispered tartly .",0,-1
2447,"In the novel , there is an unexpected secret meeting of the lovers . It is a plot tryst .",0,-1
2448,A men ' s wear store has opening and clothing times .,0,-1
2449,Rabbits generally lead a hoppy life .,0,-1
2450,Getting soap in your eyes is no lathering matter .,0,-1
2451,"Why did the dairy churn ? The less said , the butter . . .",0,-1
2452,On the old trains the engineer had a lot of esteem .,0,-1
2453,Why are Italians so good at making coffee ? Because they really know how to espresso themselves .,0,-1
2454,Have you ever heard of an honest cheetah ?,0,-1
2455,Some bankers are generous to a vault .,0,-1
2456,The triangular computer monitor business was just a big pyramid screen .,0,-1
2457,The cost of a galvanized hull is enough to zinc a ship .,0,-1
2458,When making butter there is little margarine for error .,0,-1
2459,Did you hear about the father that was difficult to see ? He was transparent .,0,-1
2460,The prodigal son was having a bad heir day .,0,-1
2461,The chicken crossed the playground to get to the other slide .,0,-1
2462,Bakers have a great knead to make bread .,0,-1
2463,"If you think that mutt made strange sounds as a pup , you should hear him grown .",0,-1
2464,There was an orchestra conductor who threw tempo tantrums .,0,-1
2465,The psychotic florist created many flower derangements .,0,-1
2466,He frequently practices furtive looks to operate at peek efficiency .,0,-1
2467,A king is old when he reaches the age of sovereignty .,0,-1
2468,The sailor called his girlfriend ' s belly ring a naval destroyer .,0,-1
2469,"I started to work at a seafood buffet , but then I pulled a mussel .",0,-1
2470,Sellers of dried grapes are always raisin awareness .,0,-1
2471,"I saw a beaver movie last night , it was the best dam movie I ' ve ever seen .",0,-1
2472,Some people don ' t have the Vegas idea of how to quit gambling .,0,-1
2473,"I got a nasty electric shock the other day , but I wasn ' t phased .",0,-1
2474,"Lizards have a very strong heartbeat which can be faintly heard anywhere on their body , said Mr . Johnson , beginning a story . ' ' Come listen to this tail . ' '",0,-1
2475,The study of ancient symbols will lead you to rune .,0,-1
2476,Guerrilla warfare is more than just throwing a banana .,0,-1
2477,What you seize is what you get .,0,-1
2478,"Two snakes parted , and one said , ' fangs for the memories ' .",0,-1
2479,"To earn an A in ' ' Sewing with Burlap ' ' , you really have to know the coarse material .",0,-1
2480," ' This steamroller is amazing , ' ' said Wendy flatteringly .",0,-1
2481," ' I presented my case to the judge , ' ' Isabelle said briefly .",0,-1
2482," ' I ' m just an ordinary soldier , ' ' Tiffany admitted privately .",0,-1
2483,Two coin collectors got together for old dimes sake .,0,-1
2484,Don ' t expect to eat something fancy when you ' re flying because it ' s plane food .,0,-1
2485,"I was fighting a dragon , easier slayed then done .",0,-1
2486,"The cast , after the scene in the forest , took their boughs .",0,-1
2487,A bee keeper will sell you honey with swarm wishes .,0,-1
2488,My pet bird can predict the future . He is an omen pigeon .,0,-1
2489,A bird with a headache might just migrane south .,0,-1
2490,Swine were the most influential animal of the last decade .,0,-1
2491,"The class took a field trip to a meat processing plant , but what they saw was just offal .",0,-1
2492,Two mining companies merged and became alloys .,0,-1
2493,"This fowl has been stuffed , said Tom sagely .",0,-1
2494,"New legislation forbids anyone but Santa ' s family dressing up as him , and you must be named in the related clauses .",0,-1
2495,Those who find bargain antiques like to junk for joy .,0,-1
2496,Long fairy tales have a tendency to dragon .,0,-1
2497,It is difficult to escape being a peasant because resistance is feudal .,0,-1
2498,Opportunities take ' ' now ' ' for an answer,0,-1
2499,"Staying at the trendy , new hotel was the inn thing to do .",0,-1
2500,I like the latest horror movie so much that I ' ve arranged a private screaming .,0,-1
2501,The study of genealogy is a basic requirement for a descent education .,0,-1
2502,People have many misconceptions about pregnancy .,0,-1
2503,Chimney sweeping is a hard job that soots me fine .,0,-1
2504,A hay farmer in jail could get out on bale .,0,-1
2505,"I told my friend about the creative writing class I took , and she said that she had a simile experience .",0,-1
2506,The careless pyromaniac made an ash of himself .,0,-1
2507,I bought me some of those new paper shirts . I don ' t like them - they ' re tearable .,0,-1
2508,"Our garden hose was damaged yesterday , and I couldn ' t get to the leek without getting wet .",0,-1
2509,Is fear of sliced bacon irrational ?,0,-1
